,Drug,#,%,(,),+,-,.,/,0,1,2,3,4,5,6,7,8,9,=,@,A,B,C,F,H,I,K,L,M,N,O,P,S,W,Z,[,\,],a,b,c,e,g,i,l,n,o,r,s,t,u,target
8034,CCC(O)CNc1nc(-n2nc(C)cc2C)nc2sc3c(c12)CC(C)(C)OC3,0,0,6,6,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,1,0,0,1
8035,CCCCOc1ncnc2c1[nH]c1ccc(OC)cc12,0,0,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,10,0,0,0,0,3,0,0,0,0,0,1
8036,COc1ccc(C2c3c(ncn(CCN4CCOCC4)c3=N)Oc3ccc4ccccc4c32)cc1OC,0,0,3,3,0,0,0,0,0,2,2,4,4,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,1
8037,CC(C)c1ccc(CN(C(=O)C2COc3ccccc3O2)C2CCS(=O)(=O)C2)cc1,0,0,6,6,0,0,0,0,0,2,4,2,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
8038,CCCOc1ccc(-c2nc(C#N)c(NCCCn3ccnc3)o2)cc1,1,0,3,3,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,1,0,0,0,0,1
8039,COc1cccc(-n2c(O)c(C=NCc3ccc4c(c3)OCO4)c(=O)[nH]c2=O)c1,0,0,5,5,0,1,0,0,0,2,2,2,2,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,1,6,0,0,0,0,1,0,1,0,0,16,0,0,0,0,2,0,0,0,0,0,0
8040,CN(C)CCNc1oc(COc2ccc(Cl)cc2Cl)nc1C#N,1,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9,0,0,0,2,1,1,0,0,0,0,0
8041,CC1CCc2c(C(=O)Nc3nccs3)csc2C1,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,0,0,1
8042,CCCCCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,0,0,3,3,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,1,0,0,1
8043,CCCCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,0,0,3,3,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,1,0,0,1
8044,Cc1ccc(C2=NN(S(C)(=O)=O)C(c3cccs3)C2)cc1,0,0,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,1
8045,COC(=O)Cc1cc(=O)n2[nH]c(C)c(-c3ccccc3)c2n1,0,0,4,4,0,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,12,0,0,0,0,3,0,0,0,0,0,0
8046,COc1ccc(-c2nc(C#N)c(N3CCC(C(N)=O)CC3)o2)cc1OC,1,0,5,5,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0
8047,COc1ccc(N2CCN(c3oc(Cc4ccccc4)nc3C#N)CC2)cc1,1,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,1
8048,Cl.c1ccc(-c2nc(NCCCn3ccnc3)c3oc4ccccc4c3n2)cc1,0,0,2,2,0,1,1,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,4,1,0,0,0,0,1
8049,Cl.c1ccc(-c2nc(NCc3ccco3)c3oc4ccccc4c3n2)cc1,0,0,2,2,0,1,1,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,2,2,0,0,0,0,1
8050,COc1nc(OCCNC(C)=O)nc(N(C)C)n1,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
8051,CCn1c(SCc2nc3ccccc3[nH]2)nnc1-c1ccc(OC)cc1,0,0,2,2,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,15,0,0,0,0,5,0,0,0,0,0,1
8052,CCn1c(SCc2cccc(C)c2)nnc1-c1ccc(C)cc1,0,0,3,3,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0
8053,CN1c2ccccc2C(C)(C)C12C=Nc1c(cc(N3CCOCC3)c3ccccc13)O2,0,0,4,4,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1
8054,CCCCCCCC(=O)NNC(=O)CCC(=O)O,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055,Cc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc1,0,0,3,3,0,0,0,0,0,2,2,2,2,2,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1
8056,Cc1cccc(-c2c3c(=O)n(C)c(=O)n(C)c3cn2C2CCCCC2)c1,0,0,5,5,0,1,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,1
8057,O=C1S/C(=C/c2ccc(N3CCOCC3)o2)C(=O)N1Cc1ccc(F)cc1,0,0,4,4,0,0,0,2,0,4,2,2,0,0,0,0,0,0,3,0,0,0,9,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0
8058,CCOCc1cnc(C)nc1NCC(=O)c1c(C)[nH]c2ccccc12,0,0,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,12,0,0,0,0,3,0,0,0,0,0,0
8059,CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(Cc2ccco2)c1=NC(=O)c1ccccc1,0,0,5,5,0,0,0,0,0,4,4,2,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,1,0,0,0,0,1
8060,Clc1ccccc1CSc1nnc(-c2ccncc2)o1,0,0,1,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,1,3,1,0,0,0,0,1
8061,CS(=O)(=O)O.c1ccc(-c2ccc3c(c2)c2c4n3CCN=C4CCC2)cc1,0,0,4,4,0,1,1,0,0,2,4,2,2,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1
8062,CCSc1nnc(-c2ccncc2)o1,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0,0
8063,CON(c1nc(N(C)C)nc(N(C)C)n1)S(=O)(=O)c1ccccc1Cl,0,0,7,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,1
8064,CCOc1ccc(C(=O)CCC(=O)O)cc1,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8065,C=CCOC(=O)C1=C(C)NC(SCC(=O)Nc2nccs2)=C(C#N)C1c1ccc(Cl)cc1,1,0,6,6,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,1,0,0,1
8066,Cc1ccc(NC(=O)CSc2nc(O)cc(=O)n2C)cc1,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,1
8067,CCOC(=O)c1cc(CC)sc1NC(=O)C(c1ccccc1)c1ccccc1,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,1
8068,CCOC(=O)Cn1nc(C)c2c1CCCC2=O,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
8069,CC1(C)Cc2c(sc3nc(SCC(=O)NCc4ccccc4)n(-c4ccccc4)c(=O)c23)CS1,0,0,6,6,0,1,0,0,0,2,2,2,4,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,1,0,0,1
8070,c1ccc2c(CSCCc3ccncc3)cccc2c1,0,0,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1
8071,C[C@H](NC(=O)NC1CCCc2ccccc21)C(=O)O,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,8,0,1,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8072,CCN(CC)CCC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2.Cl.O,0,0,6,6,0,0,2,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0
8073,CC(C)N=C(NC#N)SCc1ccc(Br)cc1,1,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1
8074,Cc1nn2c(N3CCN(C(=O)c4ccco4)CC3)cc(C(C)(C)C)nc2c1-c1ccc(Cl)cc1,0,0,7,7,0,1,0,0,0,4,2,2,2,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,1,3,1,0,0,0,0,1
8075,CN1C(=O)CC(NNC(=O)c2ccccc2)C1=O,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8076,CCC1(O)c2ccccc2-c2ncccc21,0,0,1,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0
8077,CN(C)c1ccc(NC(=O)CSc2nc(N)c(C(=O)Nc3ccc(N(C)C)cc3)s2)cc1,0,0,8,8,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,0,0,1
8078,Cn1c(OCc2ccc3c(c2)OCO3)nc2c1c(=O)n(Cc1ccc(Cl)c(Cl)c1)c(=O)n2C,0,0,7,7,0,0,0,0,0,4,4,2,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,2,4,0,0,0,0,0,1
8079,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCN(C)CC1)c1ccccc1S2.Cl,0,0,5,5,0,0,1,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0
8080,CCCCC1S/C(=N/N=C/c2ccc(OC)cc2)N(Cc2ccc(OC)cc2)C1=O,0,0,4,4,0,0,0,3,0,2,4,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
8081,CCN(CC)S(=O)(=O)c1cc(-c2nn(C)c(=O)c3ccccc23)ccc1C,0,0,6,6,0,1,0,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,1
8082,CCc1ccc2c(c1)c(N=NC1=NC(=O)CS1)c(O)n2CC,0,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1
8083,Cc1ccc(-n2c(SCC(=O)NCc3ccco3)nc3sc4c(c3c2=O)CC(C)(C)SC4)cc1,0,0,6,6,0,1,0,0,0,2,2,4,2,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,16,0,0,0,0,2,1,0,1,0,0,1
8084,CCc1ccc(C(=O)c2oc3nc(C)cc(C)c3c2N)cc1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,1
8085,C=CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(C)cc1,1,0,3,3,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1
8086,CCCC(=O)Nc1nc2n(n1)C(c1ccccc1)CC(=O)N2,0,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0
8087,CCOC(=O)c1sc(NC(=O)CSc2n[nH]c(-c3ccc(Cl)cc3Cl)n2)c(C#N)c1C,1,0,6,6,0,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,2,3,0,1,0,0,1,0,1,0,0,12,0,0,0,2,3,0,0,1,0,0,1
8088,O=C(c1sc2ccccc2c1Cl)N(Cc1ccccc1)C1CCS(=O)(=O)C1,0,0,4,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,1,0,0,1
8089,CCOc1cccc(NC(=O)CSc2nc(C)c3c(c2C#N)CCCC3)c1,1,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0
8090,CCC(C)[C@H](NC(=O)NCc1ccccn1)C(=O)OC,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,9,0,1,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0
8091,Cc1nc2c(c(-c3ccccc3)c1C#N)C(=O)c1ccccc1-2,1,0,3,3,0,2,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,1
8092,Cc1ccc(CN(C(=O)c2cc3ccccc3oc2=O)C2CCS(=O)(=O)C2)cc1,0,0,5,5,0,0,0,0,0,2,4,2,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,1
8093,COC(=O)c1cc(Br)c(=O)n(CCc2ccc(O)cc2)c1.Cl,0,0,5,5,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,1,0,0,0,1
8094,CC(C)OC(=O)C(CC(=O)O)N1CCOCC1,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8095,Cc1nn(-c2ccccc2)c2c1C(c1ccc(O)c(O)c1)N1C(=N2)C(Nc2ccccc2)=Nc2ccccc21,0,0,6,6,0,1,0,0,0,6,8,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,1
8096,COc1ccc(/C(O)=C2/C(=O)C(=O)N(CC3CCCO3)C2c2cccc(O)c2)cc1,0,0,6,6,0,0,0,2,0,2,4,2,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
8097,CCCc1ccc(Oc2cc(C)nc(N3CCOCC3)n2)cc1,0,0,3,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,1
8098,c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)n2Cc2ccco2)cc1,0,0,2,2,0,1,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,19,0,0,0,0,5,1,0,0,0,0,1
8099,CCc1nnc(NC(=O)CCC(=O)N2CCN(c3ccccn3)CC2)s1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,1,0,0,0
8100,CC(=O)Nc1nnc(CCN2CCCCC2)s1,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0
8101,C=CCn1c(SCc2nc3ccccc3[nH]2)nnc1-c1cccc(OC)c1,0,0,2,2,0,1,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,15,0,0,0,0,5,0,0,0,0,0,1
8102,CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)C3c2ccccc2)cc1,0,0,4,4,0,1,0,0,0,2,8,4,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,1
8103,N#C/C(=N\[O-])c1nc(-c2ccccc2)cs1.[K+],1,0,2,2,1,2,1,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,2,1,2,0,0,9,0,0,0,0,1,0,0,1,0,0,1
8104,CCCCCn1c(=O)c(C(=O)c2ccccc2)nc2ccccc21,0,0,3,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,1
8105,CC(=O)c1c(C)nc(-c2ccccc2)n1O,0,0,3,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0
8106,CC(=O)[C@@H]1[C@@H]2C(=O)N(C3CCCCC3)C(=O)[C@@H]2C2c3ccccc3C=CN21,0,0,4,4,0,0,0,0,0,2,4,4,0,0,0,0,0,0,4,6,0,0,16,0,3,0,0,0,0,2,3,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1
8107,COc1cccc2[nH]c3c(N4CC(C)CC(C)C4)ncnc3c12,0,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,10,0,0,0,0,3,0,0,0,0,0,1
8108,Cc1ccc(NC(=O)CSc2nnc(-c3ccncc3)o2)cc1,0,0,3,3,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,3,1,0,0,0,0,1
8109,Oc1oc(-c2ccccc2)nc1C=Nc1ccccc1,0,0,1,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,1
8110,CCc1ccc(CN(C(=O)c2cc3ccccc3oc2=O)C2CCS(=O)(=O)C2)cc1,0,0,5,5,0,0,0,0,0,2,4,2,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,1
8111,CCCCC[n+]1ccn(-c2nc3ccccc3nc2[N-]S(=O)(=O)c2ccc(C)cc2)c1,0,0,4,4,1,2,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,2,0,1,0,0,2,0,2,0,0,17,0,0,0,0,4,0,0,0,0,0,1
8112,CCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@H](c3ccoc3)[C@H]2C1,3,0,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,14,0,2,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0
8113,O=C(NCC1CCC(C(=O)O)CC1)OCc1ccccc1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8114,CN1C(=O)C(CC(N)=O)N(NC(=O)c2ccc(Cl)cc2)C1=S,0,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
8115,CC(C)(C)C(=O)[C@H]1[C@H](c2ccccc2)[C@@]2(N=C(c3ccccc3)OC2=O)C2c3ccccc3C=NN21,0,0,6,6,0,0,0,0,0,2,6,4,0,0,0,0,0,0,4,4,0,0,12,0,2,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,1
8116,Cn1c[n+](C)cc1C(O)c1ccccc1.[I-],0,0,2,2,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,9,0,0,0,0,2,0,0,0,0,0,0
8117,O=C1CC(c2ccccc2)Cc2nc(N3CCc4ccccc4C3)ncc21,0,0,2,2,0,0,0,0,0,2,4,2,2,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1
8118,Cc1nc(Oc2ccc(Cl)cc2)c2oc3ccccc3c2n1,0,0,2,2,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,1,2,1,0,0,0,0,0
8119,N#Cc1ccc(Oc2nc(C(N)=O)cc(-c3ccccc3)n2)cc1,1,0,4,4,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1
8120,CC1=C(C#N)C(Nc2ccc(Cl)cn2)(C(F)(F)F)C(=O)N1,1,0,7,7,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,8,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1
8121,COc1cccc(/C=c2/s/c(=C(\C#N)C(=O)N3CCOCC3)n(-c3ccccc3)c2=O)c1,1,0,5,5,0,1,0,3,0,2,2,4,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,0,0,1,0,0,0
8122,Cc1c(-c2ccc(F)cc2)nc(N)c(C#N)c1-c1cccs1,1,0,4,4,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,0,0,1
8123,CC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccccc1F,0,0,2,2,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,1
8124,CCc1c(C)c(C#N)c2nc3ccccc3n2c1N1CCN(c2cc(C)ccn2)CC1,1,0,4,4,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,1
8125,CC(C)OC(=O)C1=C2SCC(=O)N2C(N)=C(C#N)C1,1,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
